Age,Workclass,Final Weight,Education,Education Number of Years,Marital-status,Occupation,Relationship,Race,Sex,Capital-gain,Capital-loss,Hours-per-week,Native-country,Income,Age_original,combined_group,sample_weight,Race_Sex_combined,Age_Sex_combined
Young,Private,142712,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K,29,Young_Bachelors_Married-civ-spouse_Exec-managerial_Husband_White_Male_United-States,0.9042553191489362,White_Male,Young_Male
Early-Middle,Private,46221,Prof-school,15,Never-married,Exec-managerial,Not-in-family,White,Male,4787,0,60,United-States,>50K,41,Early-Middle_Prof-school_Never-married_Exec-managerial_Not-in-family_White_Male_United-States,0.625,White_Male,Early-Middle_Male
Late-Middle,Private,349151,Assoc-voc,11,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,45,United-States,>50K,47,Late-Middle_Assoc-voc_Married-civ-spouse_Machine-op-inspct_Husband_White_Male_United-States,1.1666666666666667,White_Male,Late-Middle_Male
Early-Middle,Private,111883,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United-States,>50K,31,Early-Middle_HS-grad_Married-civ-spouse_Transport-moving_Husband_White_Male_United-States,1.7951807228915662,White_Male,Early-Middle_Male
Early-Middle,Private,46691,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Female,0,0,40,United-States,<=50K,32,Early-Middle_HS-grad_Never-married_Craft-repair_Not-in-family_White_Female_United-States,0.5,White_Female,Early-Middle_Female
Young,Private,291789,HS-grad,9,Never-married,Machine-op-inspct,Unmarried,Black,Female,0,0,50,United-States,<=50K,28,Young_HS-grad_Never-married_Machine-op-inspct_Unmarried_Black_Female_United-States,0.5,Black_Female,Young_Female
Early-Middle,Private,201699,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,1628,40,United-States,<=50K,45,Early-Middle_Some-college_Married-civ-spouse_Transport-moving_Husband_White_Male_United-States,0.8333333333333334,White_Male,Early-Middle_Male
Young,Federal-gov,219262,HS-grad,9,Never-married,Other-service,Own-child,White,Male,0,0,40,United-States,<=50K,24,Young_HS-grad_Never-married_Other-service_Own-child_White_Male_United-States,0.5,White_Male,Young_Male
Late-Middle,Self-emp-inc,160079,Masters,14,Widowed,Adm-clerical,Not-in-family,White,Female,0,0,25,United-States,<=50K,60,Late-Middle_Masters_Widowed_Adm-clerical_Not-in-family_White_Female_United-States,0.5,White_Female,Late-Middle_Female
Late-Middle,Private,193374,HS-grad,9,Never-married,Priv-house-serv,Not-in-family,White,Male,0,1719,40,United-States,<=50K,58,Late-Middle_HS-grad_Never-married_Priv-house-serv_Not-in-family_White_Male_United-States,0.5,White_Male,Late-Middle_Male
Early-Middle,?,111268,Assoc-voc,11,Never-married,?,Own-child,White,Female,0,0,32,United-States,<=50K,37,Early-Middle_Assoc-voc_Never-married_?_Own-child_White_Female_United-States,0.5,White_Female,Early-Middle_Female
Young,Private,410632,Some-college,10,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,40,United-States,<=50K,19,Young_Some-college_Never-married_Machine-op-inspct_Own-child_White_Male_United-States,0.5,White_Male,Young_Male
Early-Middle,Local-gov,33943,Some-college,10,Married-civ-spouse,Protective-serv,Husband,Other,Male,0,0,40,United-States,>50K,35,Early-Middle_Some-college_Married-civ-spouse_Protective-serv_Husband_Other_Male_United-States,0.75,Other_Male,Early-Middle_Male
Early-Middle,Federal-gov,269792,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,43,United-States,<=50K,44,Early-Middle_Bachelors_Married-civ-spouse_Adm-clerical_Husband_White_Male_United-States,1.3064516129032258,White_Male,Early-Middle_Male
Late-Middle,Private,153328,Some-college,10,Never-married,Handlers-cleaners,Unmarried,Black,Female,0,0,40,United-States,<=50K,46,Late-Middle_Some-college_Never-married_Handlers-cleaners_Unmarried_Black_Female_United-States,0.5,Black_Female,Late-Middle_Female
Late-Middle,Private,162859,HS-grad,9,Divorced,Other-service,Own-child,Black,Female,0,0,40,United-States,<=50K,47,Late-Middle_HS-grad_Divorced_Other-service_Own-child_Black_Female_United-States,0.5,Black_Female,Late-Middle_Female
Young,?,258664,Some-college,10,Never-married,?,Own-child,White,Male,0,0,40,United-States,<=50K,19,Young_Some-college_Never-married_?_Own-child_White_Male_United-States,0.5,White_Male,Young_Male
Senior,Private,22406,Bachelors,13,Never-married,Priv-house-serv,Not-in-family,White,Female,0,0,40,United-States,<=50K,80,Senior_Bachelors_Never-married_Priv-house-serv_Not-in-family_White_Female_United-States,0.5,White_Female,Senior_Female
Early-Middle,Private,65624,7th-8th,4,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,48,United-States,<=50K,39,Early-Middle_7th-8th_Married-civ-spouse_Handlers-cleaners_Husband_White_Male_United-States,0.5,White_Male,Early-Middle_Male
Early-Middle,Private,326232,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K,43,Early-Middle_Some-college_Married-civ-spouse_Exec-managerial_Husband_White_Male_United-States,0.8412162162162162,White_Male,Early-Middle_Male
Young,Private,363257,Bachelors,13,Never-married,Prof-specialty,Not-in-family,Black,Male,0,0,50,United-States,<=50K,28,Young_Bachelors_Never-married_Prof-specialty_Not-in-family_Black_Male_United-States,0.625,Black_Male,Young_Male
Early-Middle,Private,51700,Some-college,10,Never-married,Transport-moving,Not-in-family,White,Male,0,0,40,United-States,<=50K,35,Early-Middle_Some-college_Never-married_Transport-moving_Not-in-family_White_Male_United-States,0.5,White_Male,Early-Middle_Male
Young,Private,19678,Bachelors,13,Married-AF-spouse,Sales,Wife,Asian-Pac-Islander,Female,0,0,60,Philippines,>50K,30,Young_Bachelors_Married-AF-spouse_Sales_Wife_Asian-Pac-Islander_Female_Philippines,0.5,Asian-Pac-Islander_Female,Young_Female
Young,Private,109199,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,15,United-States,<=50K,21,Young_Some-college_Never-married_Handlers-cleaners_Own-child_White_Male_United-States,0.5,White_Male,Young_Male
Young,State-gov,36741,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,20,United-States,<=50K,26,Young_Bachelors_Never-married_Prof-specialty_Not-in-family_White_Female_United-States,0.5220588235294118,White_Female,Young_Female
Early-Middle,Private,347653,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United-States,<=50K,41,Early-Middle_Some-college_Married-civ-spouse_Transport-moving_Husband_White_Male_United-States,0.8333333333333334,White_Male,Early-Middle_Male
Young,Private,37514,Some-college,10,Never-married,Sales,Not-in-family,White,Male,0,0,55,United-States,<=50K,23,Young_Some-college_Never-married_Sales_Not-in-family_White_Male_United-States,0.5211267605633803,White_Male,Young_Male
Late-Middle,Private,355781,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,40,India,>50K,48,Late-Middle_Bachelors_Married-civ-spouse_Prof-specialty_Husband_Asian-Pac-Islander_Male_India,1.0,Asian-Pac-Islander_Male,Late-Middle_Male
Late-Middle,Private,86709,Some-college,10,Never-married,Other-service,Not-in-family,Asian-Pac-Islander,Male,0,0,45,United-States,<=50K,46,Late-Middle_Some-college_Never-married_Other-service_Not-in-family_Asian-Pac-Islander_Male_United-States,0.5,Asian-Pac-Islander_Male,Late-Middle_Male
Early-Middle,Self-emp-not-inc,22933,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K,44,Early-Middle_HS-grad_Married-civ-spouse_Exec-managerial_Husband_White_Male_United-States,0.976,White_Male,Early-Middle_Male
Late-Middle,Self-emp-inc,83922,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,84,United-States,<=50K,56,Late-Middle_HS-grad_Married-civ-spouse_Exec-managerial_Husband_White_Male_United-States,1.1730769230769231,White_Male,Late-Middle_Male
Young,Federal-gov,182637,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,?,>50K,27,Young_Prof-school_Married-civ-spouse_Prof-specialty_Husband_White_Male_?,0.5,White_Male,Young_Male
Late-Middle,Private,80149,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,40,Germany,>50K,57,Late-Middle_Bachelors_Married-civ-spouse_Exec-managerial_Husband_White_Male_Germany,0.5,White_Male,Late-Middle_Male
Late-Middle,Self-emp-not-inc,231770,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,65,United-States,>50K,60,Late-Middle_HS-grad_Married-civ-spouse_Farming-fishing_Husband_White_Male_United-States,1.8571428571428568,White_Male,Late-Middle_Male
Late-Middle,?,116746,10th,6,Married-civ-spouse,?,Husband,White,Male,0,0,40,United-States,<=50K,60,Late-Middle_10th_Married-civ-spouse_?_Husband_White_Male_United-States,0.5,White_Male,Late-Middle_Male
Young,Self-emp-not-inc,189759,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,45,United-States,<=50K,30,Young_HS-grad_Never-married_Craft-repair_Not-in-family_White_Male_United-States,0.5142857142857142,White_Male,Young_Male
Early-Middle,Self-emp-inc,46221,Doctorate,16,Never-married,Prof-specialty,Not-in-family,White,Male,99999,0,55,United-States,>50K,40,Early-Middle_Doctorate_Never-married_Prof-specialty_Not-in-family_White_Male_United-States,0.8461538461538461,White_Male,Early-Middle_Male
Late-Middle,State-gov,198145,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,58,Late-Middle_HS-grad_Married-civ-spouse_Craft-repair_Husband_White_Male_United-States,0.8817829457364341,White_Male,Late-Middle_Male
Early-Middle,Private,35864,Bachelors,13,Never-married,Sales,Not-in-family,Amer-Indian-Eskimo,Male,0,0,60,United-States,<=50K,31,Early-Middle_Bachelors_Never-married_Sales_Not-in-family_Amer-Indian-Eskimo_Male_United-States,0.5,Amer-Indian-Eskimo_Male,Early-Middle_Male
Early-Middle,Federal-gov,259307,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K,44,Early-Middle_Bachelors_Married-civ-spouse_Exec-managerial_Husband_White_Male_United-States,0.6228501228501229,White_Male,Early-Middle_Male
Late-Middle,Private,129007,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,41,United-States,>50K,46,Late-Middle_HS-grad_Married-civ-spouse_Transport-moving_Husband_White_Male_United-States,1.1666666666666667,White_Male,Late-Middle_Male
Early-Middle,Private,169104,HS-grad,9,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander,Male,0,0,40,China,<=50K,33,Early-Middle_HS-grad_Married-civ-spouse_Other-service_Husband_Asian-Pac-Islander_Male_China,0.5,Asian-Pac-Islander_Male,Early-Middle_Male
Early-Middle,Private,198097,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,United-States,<=50K,37,Early-Middle_HS-grad_Married-civ-spouse_Craft-repair_Husband_White_Male_United-States,0.7399232245681382,White_Male,Early-Middle_Male
Young,Local-gov,224640,Assoc-acdm,12,Never-married,Exec-managerial,Own-child,White,Female,0,0,40,United-States,<=50K,21,Young_Assoc-acdm_Never-married_Exec-managerial_Own-child_White_Female_United-States,0.5,White_Female,Young_Female
Young,?,35603,11th,7,Never-married,?,Own-child,White,Female,0,0,16,United-States,<=50K,17,Young_11th_Never-married_?_Own-child_White_Female_United-States,0.5,White_Female,Young_Female
Late-Middle,Self-emp-not-inc,85982,Masters,14,Never-married,Prof-specialty,Not-in-family,Amer-Indian-Eskimo,Female,0,0,60,United-States,<=50K,47,Late-Middle_Masters_Never-married_Prof-specialty_Not-in-family_Amer-Indian-Eskimo_Female_United-States,0.5,Amer-Indian-Eskimo_Female,Late-Middle_Female
Early-Middle,Private,230467,Bachelors,13,Never-married,Sales,Own-child,White,Male,0,0,40,Germany,<=50K,39,Early-Middle_Bachelors_Never-married_Sales_Own-child_White_Male_Germany,0.5,White_Male,Early-Middle_Male
Early-Middle,Self-emp-not-inc,168782,9th,5,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,32,United-States,<=50K,32,Early-Middle_9th_Married-civ-spouse_Craft-repair_Husband_White_Male_United-States,0.5434782608695652,White_Male,Early-Middle_Male
Young,Private,142566,10th,6,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,45,United-States,<=50K,24,Young_10th_Never-married_Machine-op-inspct_Not-in-family_White_Male_United-States,0.5,White_Male,Young_Male
Young,Federal-gov,195337,HS-grad,9,Never-married,Adm-clerical,Unmarried,Other,Female,1506,0,45,United-States,<=50K,30,Young_HS-grad_Never-married_Adm-clerical_Unmarried_Other_Female_United-States,0.5,Other_Female,Young_Female
Young,?,99829,Some-college,10,Never-married,?,Own-child,White,Female,0,0,40,United-States,<=50K,24,Young_Some-college_Never-married_?_Own-child_White_Female_United-States,0.5,White_Female,Young_Female
Early-Middle,Private,133456,HS-grad,9,Married-civ-spouse,Sales,Other-relative,White,Female,0,0,24,United-States,>50K,40,Early-Middle_HS-grad_Married-civ-spouse_Sales_Other-relative_White_Female_United-States,1.0,White_Female,Early-Middle_Female
Young,Local-gov,133136,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,35,United-States,<=50K,28,Young_Masters_Never-married_Prof-specialty_Not-in-family_White_Male_United-States,0.62,White_Male,Young_Male
Young,Private,211531,12th,8,Never-married,Other-service,Not-in-family,White,Male,0,0,40,United-States,<=50K,25,Young_12th_Never-married_Other-service_Not-in-family_White_Male_United-States,0.5,White_Male,Young_Male
Young,Private,243867,Some-college,10,Never-married,Prof-specialty,Not-in-family,Black,Male,0,0,45,United-States,<=50K,30,Young_Some-college_Never-married_Prof-specialty_Not-in-family_Black_Male_United-States,0.5,Black_Male,Young_Male
Late-Middle,Local-gov,284871,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,35,United-States,>50K,47,Late-Middle_Prof-school_Married-civ-spouse_Prof-specialty_Husband_White_Male_United-States,0.5387931034482759,White_Male,Late-Middle_Male
Early-Middle,Federal-gov,188563,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,0,1876,40,United-States,<=50K,37,Early-Middle_Masters_Never-married_Prof-specialty_Not-in-family_White_Male_United-States,0.6875,White_Male,Early-Middle_Male
Senior,Private,173866,10th,6,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,45,United-States,>50K,61,Senior_10th_Married-civ-spouse_Machine-op-inspct_Husband_White_Male_United-States,3.5,White_Male,Senior_Male
Young,Private,114939,Some-college,10,Never-married,Sales,Not-in-family,White,Female,0,0,38,United-States,<=50K,23,Young_Some-college_Never-married_Sales_Not-in-family_White_Female_United-States,0.5,White_Female,Young_Female
Young,Private,259425,Assoc-voc,11,Never-married,Protective-serv,Not-in-family,White,Male,0,0,40,United-States,<=50K,30,Young_Assoc-voc_Never-married_Protective-serv_Not-in-family_White_Male_United-States,0.6,White_Male,Young_Male
Late-Middle,Private,59159,HS-grad,9,Divorced,Protective-serv,Not-in-family,White,Male,0,0,40,United-States,<=50K,48,Late-Middle_HS-grad_Divorced_Protective-serv_Not-in-family_White_Male_United-States,0.5,White_Male,Late-Middle_Male
Young,Private,189439,HS-grad,9,Married-spouse-absent,Other-service,Unmarried,Black,Female,0,0,38,United-States,<=50K,30,Young_HS-grad_Married-spouse-absent_Other-service_Unmarried_Black_Female_United-States,0.5,Black_Female,Young_Female
Late-Middle,Private,157786,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,48,United-States,>50K,56,Late-Middle_HS-grad_Married-civ-spouse_Transport-moving_Husband_White_Male_United-States,1.1666666666666667,White_Male,Late-Middle_Male
Early-Middle,Self-emp-inc,289636,Assoc-voc,11,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,48,United-States,<=50K,41,Early-Middle_Assoc-voc_Never-married_Exec-managerial_Not-in-family_White_Male_United-States,1.0,White_Male,Early-Middle_Male
Late-Middle,Self-emp-inc,154174,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K,49,Late-Middle_Bachelors_Married-civ-spouse_Exec-managerial_Husband_White_Male_United-States,0.5938697318007663,White_Male,Late-Middle_Male
Late-Middle,Private,70857,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K,56,Late-Middle_HS-grad_Married-civ-spouse_Exec-managerial_Husband_White_Male_United-States,1.1730769230769231,White_Male,Late-Middle_Male
Late-Middle,Private,183000,Some-college,10,Married-civ-spouse,Other-service,Husband,Black,Male,0,0,40,United-States,>50K,48,Late-Middle_Some-college_Married-civ-spouse_Other-service_Husband_Black_Male_United-States,1.5,Black_Male,Late-Middle_Male
Early-Middle,Private,123104,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,<=50K,37,Early-Middle_Doctorate_Married-civ-spouse_Prof-specialty_Husband_White_Male_United-States,2.588235294117647,White_Male,Early-Middle_Male
Young,State-gov,254620,Some-college,10,Never-married,Prof-specialty,Own-child,White,Male,0,0,16,United-States,<=50K,21,Young_Some-college_Never-married_Prof-specialty_Own-child_White_Male_United-States,0.5,White_Male,Young_Male
Early-Middle,Local-gov,156464,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K,33,Early-Middle_Masters_Married-civ-spouse_Exec-managerial_Husband_White_Male_United-States,4.5,White_Male,Early-Middle_Male
Late-Middle,Private,124987,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,20,United-States,<=50K,60,Late-Middle_HS-grad_Married-civ-spouse_Sales_Husband_White_Male_United-States,0.965686274509804,White_Male,Late-Middle_Male
Early-Middle,Private,413720,HS-grad,9,Married-civ-spouse,Transport-moving,Wife,White,Female,0,0,15,United-States,<=50K,41,Early-Middle_HS-grad_Married-civ-spouse_Transport-moving_Wife_White_Female_United-States,0.9,White_Female,Early-Middle_Female
Early-Middle,Private,169886,12th,8,Separated,Other-service,Unmarried,White,Female,0,0,50,Dominican-Republic,<=50K,33,Early-Middle_12th_Separated_Other-service_Unmarried_White_Female_Dominican-Republic,0.5,White_Female,Early-Middle_Female
Early-Middle,Private,228873,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,31,Early-Middle_HS-grad_Married-civ-spouse_Craft-repair_Husband_White_Male_United-States,0.7399232245681382,White_Male,Early-Middle_Male
Early-Middle,Private,110622,Masters,14,Divorced,Exec-managerial,Other-relative,Asian-Pac-Islander,Female,0,0,40,South,<=50K,34,Early-Middle_Masters_Divorced_Exec-managerial_Other-relative_Asian-Pac-Islander_Female_South,0.5,Asian-Pac-Islander_Female,Early-Middle_Female
Early-Middle,?,170513,HS-grad,9,Divorced,?,Not-in-family,White,Female,0,0,99,United-States,<=50K,31,Early-Middle_HS-grad_Divorced_?_Not-in-family_White_Female_United-States,0.5,White_Female,Early-Middle_Female
Young,?,221418,Some-college,10,Never-married,?,Own-child,White,Female,0,0,40,United-States,<=50K,21,Young_Some-college_Never-married_?_Own-child_White_Female_United-States,0.5,White_Female,Young_Female
Senior,Private,151287,Masters,14,Separated,Exec-managerial,Not-in-family,Black,Male,0,0,20,United-States,<=50K,65,Senior_Masters_Separated_Exec-managerial_Not-in-family_Black_Male_United-States,0.5,Black_Male,Senior_Male
Young,Private,235218,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K,25,Young_Some-college_Never-married_Adm-clerical_Not-in-family_White_Female_United-States,0.5,White_Female,Young_Female
Young,Private,111567,HS-grad,9,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,<=50K,30,Young_HS-grad_Married-civ-spouse_Tech-support_Husband_White_Male_United-States,0.7727272727272727,White_Male,Young_Male
Young,Private,251603,Some-college,10,Never-married,Other-service,Unmarried,White,Female,0,0,20,United-States,<=50K,24,Young_Some-college_Never-married_Other-service_Unmarried_White_Female_United-States,0.5,White_Female,Young_Female
Senior,Private,136109,11th,7,Widowed,Adm-clerical,Not-in-family,White,Female,0,0,45,United-States,<=50K,61,Senior_11th_Widowed_Adm-clerical_Not-in-family_White_Female_United-States,0.5,White_Female,Senior_Female
Young,Private,178610,Some-college,10,Divorced,Other-service,Unmarried,White,Female,0,0,21,United-States,<=50K,29,Young_Some-college_Divorced_Other-service_Unmarried_White_Female_United-States,0.5,White_Female,Young_Female
Young,Private,192289,Some-college,10,Never-married,Adm-clerical,Own-child,White,Male,0,0,30,Puerto-Rico,<=50K,22,Young_Some-college_Never-married_Adm-clerical_Own-child_White_Male_Puerto-Rico,0.5,White_Male,Young_Male
Young,Private,49325,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,80,United-States,>50K,30,Young_Some-college_Married-civ-spouse_Transport-moving_Husband_White_Male_United-States,1.55,White_Male,Young_Male
Late-Middle,Private,229375,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K,52,Late-Middle_HS-grad_Divorced_Adm-clerical_Not-in-family_White_Female_United-States,0.5116279069767442,White_Female,Late-Middle_Female
Young,Private,125791,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K,28,Young_HS-grad_Never-married_Adm-clerical_Not-in-family_White_Female_United-States,0.5,White_Female,Young_Female
Late-Middle,Private,75619,HS-grad,9,Divorced,Transport-moving,Other-relative,White,Male,0,0,60,United-States,<=50K,48,Late-Middle_HS-grad_Divorced_Transport-moving_Other-relative_White_Male_United-States,0.5,White_Male,Late-Middle_Male
Late-Middle,Private,247483,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,<=50K,60,Late-Middle_Some-college_Divorced_Exec-managerial_Not-in-family_White_Male_United-States,0.6470588235294118,White_Male,Late-Middle_Male
Early-Middle,Private,289448,Masters,14,Never-married,Prof-specialty,Unmarried,Asian-Pac-Islander,Female,0,0,40,China,>50K,38,Early-Middle_Masters_Never-married_Prof-specialty_Unmarried_Asian-Pac-Islander_Female_China,0.5,Asian-Pac-Islander_Female,Early-Middle_Female
Young,?,122048,Some-college,10,Never-married,?,Own-child,White,Female,0,0,35,United-States,<=50K,22,Young_Some-college_Never-married_?_Own-child_White_Female_United-States,0.5,White_Female,Young_Female
Young,Private,177940,HS-grad,9,Married-spouse-absent,Machine-op-inspct,Not-in-family,White,Female,0,0,40,United-States,<=50K,21,Young_HS-grad_Married-spouse-absent_Machine-op-inspct_Not-in-family_White_Female_United-States,0.5,White_Female,Young_Female
Early-Middle,Self-emp-not-inc,399088,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Female,0,1340,45,United-States,<=50K,32,Early-Middle_Bachelors_Divorced_Prof-specialty_Not-in-family_White_Female_United-States,0.6666666666666666,White_Female,Early-Middle_Female
Early-Middle,Private,108293,Assoc-voc,11,Divorced,Adm-clerical,Unmarried,White,Female,0,0,38,United-States,<=50K,38,Early-Middle_Assoc-voc_Divorced_Adm-clerical_Unmarried_White_Female_United-States,0.5384615384615384,White_Female,Early-Middle_Female
Late-Middle,Private,178249,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,1887,40,United-States,>50K,60,Late-Middle_Some-college_Married-civ-spouse_Adm-clerical_Husband_White_Male_United-States,0.8333333333333334,White_Male,Late-Middle_Male
Young,Local-gov,52262,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,<=50K,24,Young_Some-college_Never-married_Adm-clerical_Not-in-family_White_Male_United-States,0.5,White_Male,Young_Male
Early-Middle,Self-emp-not-inc,143046,Masters,14,Married-civ-spouse,Exec-managerial,Wife,White,Female,99999,0,50,United-States,>50K,41,Early-Middle_Masters_Married-civ-spouse_Exec-managerial_Wife_White_Female_United-States,0.5833333333333334,White_Female,Early-Middle_Female
Late-Middle,Private,124318,HS-grad,9,Divorced,Exec-managerial,Other-relative,White,Female,0,0,45,United-States,<=50K,59,Late-Middle_HS-grad_Divorced_Exec-managerial_Other-relative_White_Female_United-States,0.5,White_Female,Late-Middle_Female
Late-Middle,Federal-gov,57855,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States,>50K,52,Late-Middle_Prof-school_Married-civ-spouse_Prof-specialty_Husband_White_Male_United-States,0.5387931034482759,White_Male,Late-Middle_Male
Late-Middle,Private,355954,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K,50,Late-Middle_Bachelors_Married-civ-spouse_Exec-managerial_Husband_White_Male_United-States,0.5938697318007663,White_Male,Late-Middle_Male
Young,Private,143582,HS-grad,9,Married-spouse-absent,Other-service,Not-in-family,Asian-Pac-Islander,Female,0,0,40,South,<=50K,28,Young_HS-grad_Married-spouse-absent_Other-service_Not-in-family_Asian-Pac-Islander_Female_South,0.5,Asian-Pac-Islander_Female,Young_Female
Young,Private,220915,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States,<=50K,30,Young_Bachelors_Married-civ-spouse_Prof-specialty_Husband_White_Male_United-States,1.0543478260869563,White_Male,Young_Male
Early-Middle,Private,172025,HS-grad,9,Widowed,Machine-op-inspct,Not-in-family,White,Female,0,0,40,United-States,<=50K,43,Early-Middle_HS-grad_Widowed_Machine-op-inspct_Not-in-family_White_Female_United-States,0.5,White_Female,Early-Middle_Female
Young,Private,109813,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,3137,0,40,United-States,<=50K,24,Young_HS-grad_Married-civ-spouse_Adm-clerical_Husband_White_Male_United-States,0.5606060606060606,White_Male,Young_Male
Early-Middle,Private,175600,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,<=50K,45,Early-Middle_Masters_Married-civ-spouse_Exec-managerial_Husband_White_Male_United-States,4.5,White_Male,Early-Middle_Male
Young,Private,389856,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,Mexico,<=50K,26,Young_HS-grad_Married-civ-spouse_Transport-moving_Husband_White_Male_Mexico,0.5,White_Male,Young_Male
Early-Middle,Self-emp-not-inc,167081,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,2415,55,United-States,>50K,41,Early-Middle_Masters_Married-civ-spouse_Prof-specialty_Husband_White_Male_United-States,0.6656441717791411,White_Male,Early-Middle_Male
Early-Middle,Self-emp-inc,179228,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,65,United-States,<=50K,43,Early-Middle_Some-college_Married-civ-spouse_Exec-managerial_Husband_White_Male_United-States,1.2326732673267329,White_Male,Early-Middle_Male
Young,?,214542,Bachelors,13,Never-married,?,Own-child,White,Male,0,0,42,United-States,<=50K,23,Young_Bachelors_Never-married_?_Own-child_White_Male_United-States,0.5,White_Male,Young_Male
Early-Middle,Private,1210504,10th,6,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,<=50K,31,Early-Middle_10th_Married-civ-spouse_Adm-clerical_Wife_White_Female_United-States,0.5,White_Female,Early-Middle_Female
Late-Middle,Private,426263,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,<=50K,55,Late-Middle_HS-grad_Married-civ-spouse_Adm-clerical_Husband_White_Male_United-States,1.011111111111111,White_Male,Late-Middle_Male
Young,Private,146225,10th,6,Never-married,Other-service,Own-child,Amer-Indian-Eskimo,Female,0,0,40,United-States,<=50K,18,Young_10th_Never-married_Other-service_Own-child_Amer-Indian-Eskimo_Female_United-States,0.5,Amer-Indian-Eskimo_Female,Young_Female
