status,duration,credit_history,purpose,amount,savings,employment_duration,installment_rate,personal_status_sex,other_debtors,present_residence,property,age,other_installment_plans,housing,number_credits,job,people_liable,telephone,foreign_worker,credit_risk,age_original,combined_group,sample_weight,personal_status_sex_age_combined
0 <= ... < 200 DM,12,existing credits paid back duly till now,car (new),7472,unknown/no savings account,unemployed,1,female : divorced/separated/married,none,2,real estate,Young,none,rent,1,unemployed/unskilled - non-resident,1,no,yes,1,24,female : divorced/separated/married_Young,0.8504672897196262,female : divorced/separated/married_Young
... < 100 DM,36,existing credits paid back duly till now,car (new),9271,... < 100 DM,4 <= ... < 7 years,2,male : single,none,1,car or other,Young,none,own,1,skilled employee/official,1,yes,yes,0,24,male : single_Young,1.5288461538461535,male : single_Young
0 <= ... < 200 DM,6,existing credits paid back duly till now,domestic appliances,590,... < 100 DM,... < 1 year,3,male : married/widowed,none,3,real estate,Young,none,own,1,unskilled - resident,1,no,no,1,26,male : married/widowed_Young,0.6976744186046512,male : married/widowed_Young
no checking account,12,critical account/other credits existing,domestic appliances,930,unknown/no savings account,... >= 7 years,4,male : single,none,4,real estate,Late-Career,none,own,4,skilled employee/official,1,no,yes,1,65,male : single_Late-Career,0.7166666666666667,male : single_Late-Career
0 <= ... < 200 DM,42,all credits at this bank paid back duly,car (used),9283,... < 100 DM,unemployed,1,male : single,none,2,unknown/no property,Mid-Career,bank,for free,1,management/self-employed/highly qualified employee/officer,1,yes,yes,1,55,male : single_Mid-Career,0.6818181818181818,male : single_Mid-Career
0 <= ... < 200 DM,15,no credits taken/all credits paid back duly,car (new),1778,... < 100 DM,... < 1 year,2,female : divorced/separated/married,none,1,real estate,Young,none,rent,2,unemployed/unskilled - non-resident,1,no,yes,0,26,female : divorced/separated/married_Young,1.2133333333333334,female : divorced/separated/married_Young
0 <= ... < 200 DM,8,existing credits paid back duly till now,others,907,... < 100 DM,... < 1 year,3,male : married/widowed,none,2,real estate,Young,none,own,1,skilled employee/official,1,yes,yes,1,26,male : married/widowed_Young,0.6976744186046512,male : married/widowed_Young
0 <= ... < 200 DM,6,existing credits paid back duly till now,domestic appliances,484,... < 100 DM,4 <= ... < 7 years,3,male : married/widowed,guarantor,3,real estate,Young,bank,own,1,unskilled - resident,1,no,yes,1,28,male : married/widowed_Young,0.6976744186046512,male : married/widowed_Young
... < 100 DM,36,critical account/other credits existing,car (used),9629,... < 100 DM,4 <= ... < 7 years,4,male : single,none,4,car or other,Young,none,own,2,skilled employee/official,1,yes,yes,0,24,male : single_Young,1.5288461538461535,male : single_Young
... < 100 DM,48,existing credits paid back duly till now,repairs,3051,... < 100 DM,1 <= ... < 4 years,3,male : single,none,4,car or other,Mid-Career,none,own,1,skilled employee/official,1,no,yes,0,54,male : single_Mid-Career,1.875,male : single_Mid-Career
... < 100 DM,48,existing credits paid back duly till now,car (new),3931,... < 100 DM,4 <= ... < 7 years,4,male : single,none,4,unknown/no property,Mid-Career,none,for free,1,skilled employee/official,2,no,yes,0,46,male : single_Mid-Career,1.875,male : single_Mid-Career
0 <= ... < 200 DM,36,delay in paying off in the past,car (new),7432,... < 100 DM,1 <= ... < 4 years,2,female : divorced/separated/married,none,2,building society savings agreement/life insurance,Mid-Career,none,rent,1,skilled employee/official,1,no,yes,1,54,female : divorced/separated/married_Mid-Career,0.6363636363636364,female : divorced/separated/married_Mid-Career
no checking account,6,existing credits paid back duly till now,repairs,1338,500 <= ... < 1000 DM,1 <= ... < 4 years,1,male : divorced/separated,none,4,real estate,Late-Career,none,own,1,skilled employee/official,1,no,yes,1,62,male : divorced/separated_Late-Career,0.6666666666666666,male : divorced/separated_Late-Career
no checking account,6,critical account/other credits existing,domestic appliances,1554,... < 100 DM,4 <= ... < 7 years,1,female : divorced/separated/married,none,2,car or other,Young,none,rent,2,skilled employee/official,1,yes,yes,1,24,female : divorced/separated/married_Young,0.8504672897196262,female : divorced/separated/married_Young
... < 100 DM,36,existing credits paid back duly till now,furniture/equipment,15857,... < 100 DM,unemployed,2,male : divorced/separated,co-applicant,3,car or other,Mid-Career,none,own,1,management/self-employed/highly qualified employee/officer,1,no,yes,1,43,male : divorced/separated_Mid-Career,0.75,male : divorced/separated_Mid-Career
... < 100 DM,18,existing credits paid back duly till now,domestic appliances,1345,... < 100 DM,1 <= ... < 4 years,4,male : married/widowed,none,3,real estate,Young,bank,own,1,skilled employee/official,1,no,yes,0,26,male : married/widowed_Young,1.7647058823529411,male : married/widowed_Young
no checking account,12,existing credits paid back duly till now,car (new),1101,... < 100 DM,1 <= ... < 4 years,3,male : married/widowed,none,2,real estate,Young,none,own,2,skilled employee/official,1,yes,yes,1,27,male : married/widowed_Young,0.6976744186046512,male : married/widowed_Young
... >= 200 DM / salary for at least 1 year,12,existing credits paid back duly till now,domestic appliances,3016,... < 100 DM,1 <= ... < 4 years,3,male : married/widowed,none,1,car or other,Young,none,own,1,skilled employee/official,1,no,yes,1,24,male : married/widowed_Young,0.6976744186046512,male : married/widowed_Young
... < 100 DM,36,existing credits paid back duly till now,radio/television,2712,... < 100 DM,... >= 7 years,2,male : single,none,2,building society savings agreement/life insurance,Mid-Career,bank,own,1,skilled employee/official,2,no,yes,0,41,male : single_Mid-Career,1.875,male : single_Mid-Career
... < 100 DM,8,critical account/other credits existing,car (new),731,... < 100 DM,... >= 7 years,4,male : single,none,4,real estate,Mid-Career,none,own,2,unskilled - resident,1,no,yes,1,47,male : single_Mid-Career,0.6818181818181818,male : single_Mid-Career
no checking account,18,critical account/other credits existing,radio/television,3780,... < 100 DM,... < 1 year,3,male : divorced/separated,none,2,car or other,Early-Middle,none,own,2,management/self-employed/highly qualified employee/officer,1,yes,yes,1,35,male : divorced/separated_Early-Middle,0.9545454545454546,male : divorced/separated_Early-Middle
... < 100 DM,21,critical account/other credits existing,car (new),1602,... < 100 DM,... >= 7 years,4,male : married/widowed,none,3,car or other,Young,none,own,2,skilled employee/official,1,yes,yes,1,30,male : married/widowed_Young,0.6976744186046512,male : married/widowed_Young
... < 100 DM,18,critical account/other credits existing,car (new),3966,... < 100 DM,... >= 7 years,1,female : divorced/separated/married,none,4,real estate,Early-Middle,bank,rent,3,skilled employee/official,1,yes,yes,0,33,female : divorced/separated/married_Early-Middle,1.5,female : divorced/separated/married_Early-Middle
no checking account,18,no credits taken/all credits paid back duly,others,4165,... < 100 DM,1 <= ... < 4 years,2,male : single,none,2,car or other,Early-Middle,stores,own,2,skilled employee/official,2,no,yes,0,36,male : single_Early-Middle,2.344444444444445,male : single_Early-Middle
... < 100 DM,36,existing credits paid back duly till now,car (used),8335,unknown/no savings account,... >= 7 years,3,male : single,none,4,unknown/no property,Mid-Career,none,for free,1,skilled employee/official,1,no,yes,0,47,male : single_Mid-Career,1.875,male : single_Mid-Career
0 <= ... < 200 DM,48,delay in paying off in the past,others,6681,unknown/no savings account,1 <= ... < 4 years,4,male : single,none,4,unknown/no property,Early-Middle,none,for free,1,skilled employee/official,2,yes,yes,1,38,male : single_Early-Middle,0.6355421686746988,male : single_Early-Middle
no checking account,24,delay in paying off in the past,others,2375,500 <= ... < 1000 DM,1 <= ... < 4 years,4,male : single,none,2,car or other,Mid-Career,none,own,2,skilled employee/official,2,yes,yes,1,44,male : single_Mid-Career,0.6818181818181818,male : single_Mid-Career
... < 100 DM,18,existing credits paid back duly till now,car (new),1216,... < 100 DM,... < 1 year,4,female : divorced/separated/married,none,3,car or other,Young,none,rent,1,skilled employee/official,1,yes,yes,0,23,female : divorced/separated/married_Young,1.2133333333333334,female : divorced/separated/married_Young
... < 100 DM,45,no credits taken/all credits paid back duly,others,11816,... < 100 DM,... >= 7 years,2,male : single,none,4,car or other,Young,none,rent,2,skilled employee/official,1,no,yes,0,29,male : single_Young,1.5288461538461535,male : single_Young
0 <= ... < 200 DM,24,existing credits paid back duly till now,domestic appliances,5084,unknown/no savings account,... >= 7 years,2,female : divorced/separated/married,none,4,car or other,Mid-Career,none,own,1,skilled employee/official,1,yes,yes,1,42,female : divorced/separated/married_Mid-Career,0.6363636363636364,female : divorced/separated/married_Mid-Career
... >= 200 DM / salary for at least 1 year,15,existing credits paid back duly till now,domestic appliances,2327,... < 100 DM,... < 1 year,2,female : divorced/separated/married,none,3,real estate,Young,none,own,1,unskilled - resident,1,no,yes,0,25,female : divorced/separated/married_Young,1.2133333333333334,female : divorced/separated/married_Young
... < 100 DM,12,no credits taken/all credits paid back duly,car (new),1082,... < 100 DM,1 <= ... < 4 years,4,male : single,none,4,car or other,Mid-Career,bank,own,2,skilled employee/official,1,no,yes,0,48,male : single_Mid-Career,1.875,male : single_Mid-Career
no checking account,12,existing credits paid back duly till now,domestic appliances,886,unknown/no savings account,1 <= ... < 4 years,4,female : divorced/separated/married,none,2,car or other,Young,none,own,1,skilled employee/official,1,no,yes,1,21,female : divorced/separated/married_Young,0.8504672897196262,female : divorced/separated/married_Young
no checking account,4,existing credits paid back duly till now,radio/television,601,... < 100 DM,... < 1 year,1,female : divorced/separated/married,none,3,real estate,Young,none,rent,1,unskilled - resident,2,no,yes,1,23,female : divorced/separated/married_Young,0.8504672897196262,female : divorced/separated/married_Young
... < 100 DM,24,critical account/other credits existing,car (used),2957,... < 100 DM,... >= 7 years,4,male : single,none,4,building society savings agreement/life insurance,Late-Career,none,own,2,skilled employee/official,1,yes,yes,1,63,male : single_Late-Career,0.7166666666666667,male : single_Late-Career
no checking account,24,critical account/other credits existing,domestic appliances,2611,... < 100 DM,... >= 7 years,4,male : married/widowed,co-applicant,3,real estate,Mid-Career,none,own,2,skilled employee/official,1,no,yes,1,46,male : married/widowed_Mid-Career,0.6875,male : married/widowed_Mid-Career
... < 100 DM,36,existing credits paid back duly till now,radio/television,5179,... < 100 DM,4 <= ... < 7 years,4,male : single,none,2,building society savings agreement/life insurance,Young,none,own,1,skilled employee/official,1,no,yes,0,29,male : single_Young,1.5288461538461535,male : single_Young
no checking account,21,delay in paying off in the past,car (used),2993,... < 100 DM,1 <= ... < 4 years,3,male : single,none,2,real estate,Young,stores,own,2,unskilled - resident,1,no,yes,1,28,male : single_Young,0.7429906542056075,male : single_Young
no checking account,18,existing credits paid back duly till now,education,1943,... < 100 DM,... < 1 year,4,female : divorced/separated/married,none,4,real estate,Young,none,own,1,skilled employee/official,1,no,yes,0,23,female : divorced/separated/married_Young,1.2133333333333334,female : divorced/separated/married_Young
no checking account,24,all credits at this bank paid back duly,others,1559,... < 100 DM,4 <= ... < 7 years,4,male : single,none,4,car or other,Mid-Career,bank,own,1,skilled employee/official,1,yes,yes,1,50,male : single_Mid-Career,0.6818181818181818,male : single_Mid-Career
no checking account,18,existing credits paid back duly till now,radio/television,3422,... < 100 DM,... >= 7 years,4,male : single,none,4,building society savings agreement/life insurance,Mid-Career,bank,own,3,skilled employee/official,2,yes,yes,1,47,male : single_Mid-Career,0.6818181818181818,male : single_Mid-Career
0 <= ... < 200 DM,21,existing credits paid back duly till now,radio/television,3976,unknown/no savings account,4 <= ... < 7 years,2,male : single,none,3,car or other,Early-Middle,none,own,1,skilled employee/official,1,yes,yes,1,35,male : single_Early-Middle,0.6355421686746988,male : single_Early-Middle
no checking account,18,existing credits paid back duly till now,car (new),6761,unknown/no savings account,1 <= ... < 4 years,2,male : single,none,4,car or other,Late-Career,none,rent,2,skilled employee/official,1,no,yes,0,68,male : single_Late-Career,1.6538461538461535,male : single_Late-Career
no checking account,24,existing credits paid back duly till now,car (new),1249,... < 100 DM,... < 1 year,4,male : married/widowed,none,2,real estate,Young,none,own,1,skilled employee/official,1,no,yes,1,28,male : married/widowed_Young,0.6976744186046512,male : married/widowed_Young
... < 100 DM,9,existing credits paid back duly till now,domestic appliances,1364,... < 100 DM,4 <= ... < 7 years,3,male : single,none,4,real estate,Late-Career,none,own,1,skilled employee/official,1,no,yes,1,59,male : single_Late-Career,0.7166666666666667,male : single_Late-Career
... < 100 DM,12,existing credits paid back duly till now,domestic appliances,709,... < 100 DM,... >= 7 years,4,male : single,none,4,real estate,Late-Career,stores,own,1,unskilled - resident,1,no,yes,0,57,male : single_Late-Career,1.6538461538461535,male : single_Late-Career
... < 100 DM,20,critical account/other credits existing,car (new),2235,... < 100 DM,1 <= ... < 4 years,4,male : married/widowed,guarantor,2,building society savings agreement/life insurance,Early-Middle,bank,rent,2,skilled employee/official,1,no,no,0,33,male : married/widowed_Early-Middle,2.5,male : married/widowed_Early-Middle
no checking account,24,critical account/other credits existing,car (used),4042,unknown/no savings account,4 <= ... < 7 years,3,male : single,none,4,building society savings agreement/life insurance,Mid-Career,none,own,2,skilled employee/official,1,yes,yes,1,43,male : single_Mid-Career,0.6818181818181818,male : single_Mid-Career
no checking account,15,critical account/other credits existing,domestic appliances,1471,... < 100 DM,1 <= ... < 4 years,4,male : single,none,4,unknown/no property,Early-Middle,none,for free,2,skilled employee/official,1,yes,yes,1,35,male : single_Early-Middle,0.6355421686746988,male : single_Early-Middle
... < 100 DM,18,all credits at this bank paid back duly,car (new),1442,... < 100 DM,4 <= ... < 7 years,4,male : single,none,4,unknown/no property,Early-Middle,none,for free,2,unskilled - resident,2,no,yes,0,32,male : single_Early-Middle,2.344444444444445,male : single_Early-Middle
no checking account,36,delay in paying off in the past,car (new),10875,... < 100 DM,... >= 7 years,2,male : single,none,2,car or other,Mid-Career,none,own,2,skilled employee/official,2,yes,yes,1,45,male : single_Mid-Career,0.6818181818181818,male : single_Mid-Career
no checking account,24,existing credits paid back duly till now,car (new),1474,100 <= ... < 500 DM,... < 1 year,4,male : married/widowed,none,3,real estate,Early-Middle,none,own,1,skilled employee/official,1,yes,yes,1,33,male : married/widowed_Early-Middle,0.625,male : married/widowed_Early-Middle
no checking account,10,existing credits paid back duly till now,business,894,unknown/no savings account,4 <= ... < 7 years,4,female : divorced/separated/married,none,3,building society savings agreement/life insurance,Early-Middle,none,own,1,skilled employee/official,1,yes,yes,1,40,female : divorced/separated/married_Early-Middle,0.75,female : divorced/separated/married_Early-Middle
no checking account,15,critical account/other credits existing,radio/television,3343,... < 100 DM,1 <= ... < 4 years,4,male : single,none,2,unknown/no property,Young,none,for free,1,skilled employee/official,1,yes,yes,1,28,male : single_Young,0.7429906542056075,male : single_Young
... < 100 DM,15,existing credits paid back duly till now,car (new),3959,... < 100 DM,1 <= ... < 4 years,3,female : divorced/separated/married,none,2,building society savings agreement/life insurance,Young,none,own,1,skilled employee/official,1,yes,yes,0,29,female : divorced/separated/married_Young,1.2133333333333334,female : divorced/separated/married_Young
no checking account,9,existing credits paid back duly till now,car (new),3577,100 <= ... < 500 DM,1 <= ... < 4 years,1,male : single,guarantor,2,real estate,Young,none,rent,1,skilled employee/official,2,no,no,1,26,male : single_Young,0.7429906542056075,male : single_Young
no checking account,24,critical account/other credits existing,car (used),5804,... >= 1000 DM,1 <= ... < 4 years,4,male : single,none,2,real estate,Young,none,own,2,skilled employee/official,1,no,yes,1,27,male : single_Young,0.7429906542056075,male : single_Young
no checking account,18,delay in paying off in the past,others,2169,... < 100 DM,1 <= ... < 4 years,4,male : married/widowed,none,2,car or other,Young,none,own,1,skilled employee/official,1,yes,yes,0,28,male : married/widowed_Young,1.7647058823529411,male : married/widowed_Young
... < 100 DM,24,existing credits paid back duly till now,domestic appliances,2439,... < 100 DM,... < 1 year,4,female : divorced/separated/married,none,4,real estate,Early-Middle,none,own,1,skilled employee/official,1,yes,yes,0,35,female : divorced/separated/married_Early-Middle,1.5,female : divorced/separated/married_Early-Middle
no checking account,27,critical account/other credits existing,radio/television,4526,... >= 1000 DM,... < 1 year,4,male : single,none,2,real estate,Early-Middle,stores,own,2,unskilled - resident,2,yes,yes,1,32,male : single_Early-Middle,0.6355421686746988,male : single_Early-Middle
no checking account,10,existing credits paid back duly till now,radio/television,2210,... < 100 DM,1 <= ... < 4 years,2,male : single,none,2,real estate,Young,bank,rent,1,unskilled - resident,1,no,yes,0,25,male : single_Young,1.5288461538461535,male : single_Young
no checking account,15,existing credits paid back duly till now,radio/television,2221,500 <= ... < 1000 DM,1 <= ... < 4 years,2,female : divorced/separated/married,none,4,car or other,Young,none,rent,1,skilled employee/official,1,no,yes,1,20,female : divorced/separated/married_Young,0.8504672897196262,female : divorced/separated/married_Young
... < 100 DM,18,existing credits paid back duly till now,domestic appliances,2389,... < 100 DM,... < 1 year,4,female : divorced/separated/married,none,1,car or other,Young,stores,own,1,skilled employee/official,1,no,yes,1,27,female : divorced/separated/married_Young,0.8504672897196262,female : divorced/separated/married_Young
no checking account,12,critical account/other credits existing,radio/television,3331,... < 100 DM,... >= 7 years,2,male : single,none,4,building society savings agreement/life insurance,Mid-Career,stores,own,1,skilled employee/official,1,no,yes,1,42,male : single_Mid-Career,0.6818181818181818,male : single_Mid-Career
no checking account,36,existing credits paid back duly till now,others,7409,unknown/no savings account,... >= 7 years,3,male : single,none,2,building society savings agreement/life insurance,Early-Middle,none,own,2,skilled employee/official,1,no,yes,1,37,male : single_Early-Middle,0.6355421686746988,male : single_Early-Middle
... < 100 DM,12,existing credits paid back duly till now,radio/television,652,... < 100 DM,... >= 7 years,4,female : divorced/separated/married,none,4,building society savings agreement/life insurance,Young,none,rent,1,skilled employee/official,1,no,yes,1,24,female : divorced/separated/married_Young,0.8504672897196262,female : divorced/separated/married_Young
no checking account,36,delay in paying off in the past,radio/television,7678,500 <= ... < 1000 DM,4 <= ... < 7 years,2,female : divorced/separated/married,none,4,car or other,Early-Middle,none,own,2,skilled employee/official,1,yes,yes,1,40,female : divorced/separated/married_Early-Middle,0.75,female : divorced/separated/married_Early-Middle
... >= 200 DM / salary for at least 1 year,6,critical account/other credits existing,car (new),1343,... < 100 DM,... >= 7 years,1,male : single,none,4,real estate,Mid-Career,none,own,2,skilled employee/official,2,no,no,1,46,male : single_Mid-Career,0.6818181818181818,male : single_Mid-Career
... < 100 DM,24,critical account/other credits existing,others,1382,100 <= ... < 500 DM,4 <= ... < 7 years,4,male : single,none,1,real estate,Young,none,own,2,skilled employee/official,1,yes,yes,1,26,male : single_Young,0.7429906542056075,male : single_Young
no checking account,15,existing credits paid back duly till now,repairs,874,unknown/no savings account,... < 1 year,4,female : divorced/separated/married,none,1,real estate,Young,none,own,1,skilled employee/official,1,no,yes,1,24,female : divorced/separated/married_Young,0.8504672897196262,female : divorced/separated/married_Young
... < 100 DM,12,existing credits paid back duly till now,radio/television,3590,... < 100 DM,1 <= ... < 4 years,2,male : single,co-applicant,2,building society savings agreement/life insurance,Young,none,own,1,unskilled - resident,2,no,yes,1,29,male : single_Young,0.7429906542056075,male : single_Young
0 <= ... < 200 DM,11,critical account/other credits existing,car (new),1322,... >= 1000 DM,1 <= ... < 4 years,4,female : divorced/separated/married,none,4,car or other,Early-Middle,none,own,2,skilled employee/official,1,no,yes,1,40,female : divorced/separated/married_Early-Middle,0.75,female : divorced/separated/married_Early-Middle
... < 100 DM,18,all credits at this bank paid back duly,domestic appliances,1940,... < 100 DM,... < 1 year,3,male : single,co-applicant,4,unknown/no property,Early-Middle,bank,for free,1,management/self-employed/highly qualified employee/officer,1,yes,yes,1,36,male : single_Early-Middle,0.6355421686746988,male : single_Early-Middle
no checking account,36,existing credits paid back duly till now,domestic appliances,3595,... < 100 DM,... >= 7 years,4,male : single,none,2,car or other,Young,none,own,1,skilled employee/official,1,no,yes,1,28,male : single_Young,0.7429906542056075,male : single_Young
... < 100 DM,9,existing credits paid back duly till now,car (new),1422,... < 100 DM,... < 1 year,3,male : single,none,2,unknown/no property,Young,none,for free,1,management/self-employed/highly qualified employee/officer,1,yes,yes,0,27,male : single_Young,1.5288461538461535,male : single_Young
no checking account,30,critical account/other credits existing,domestic appliances,6742,unknown/no savings account,4 <= ... < 7 years,2,male : single,none,3,building society savings agreement/life insurance,Early-Middle,none,own,2,skilled employee/official,1,no,yes,1,36,male : single_Early-Middle,0.6355421686746988,male : single_Early-Middle
no checking account,24,existing credits paid back duly till now,car (used),7814,... < 100 DM,4 <= ... < 7 years,3,male : single,none,3,car or other,Early-Middle,none,own,1,management/self-employed/highly qualified employee/officer,1,yes,yes,1,38,male : single_Early-Middle,0.6355421686746988,male : single_Early-Middle
no checking account,24,existing credits paid back duly till now,car (used),9277,unknown/no savings account,1 <= ... < 4 years,2,male : divorced/separated,none,4,unknown/no property,Mid-Career,none,for free,1,skilled employee/official,1,yes,yes,1,48,male : divorced/separated_Mid-Career,0.75,male : divorced/separated_Mid-Career
0 <= ... < 200 DM,30,critical account/other credits existing,car (new),2181,unknown/no savings account,... >= 7 years,4,male : single,none,4,real estate,Early-Middle,none,own,2,skilled employee/official,1,no,yes,1,36,male : single_Early-Middle,0.6355421686746988,male : single_Early-Middle
no checking account,18,critical account/other credits existing,domestic appliances,1098,... < 100 DM,unemployed,4,female : divorced/separated/married,none,4,car or other,Late-Career,none,own,2,unemployed/unskilled - non-resident,1,no,yes,1,65,female : divorced/separated/married_Late-Career,0.6052631578947368,female : divorced/separated/married_Late-Career
0 <= ... < 200 DM,24,existing credits paid back duly till now,radio/television,4057,... < 100 DM,4 <= ... < 7 years,3,male : divorced/separated,none,3,car or other,Mid-Career,none,own,1,skilled employee/official,1,yes,yes,0,43,male : divorced/separated_Mid-Career,1.5,male : divorced/separated_Mid-Career
... < 100 DM,12,existing credits paid back duly till now,retraining,795,... < 100 DM,... < 1 year,4,female : divorced/separated/married,none,4,building society savings agreement/life insurance,Mid-Career,none,own,1,skilled employee/official,1,no,yes,0,53,female : divorced/separated/married_Mid-Career,2.333333333333333,female : divorced/separated/married_Mid-Career
0 <= ... < 200 DM,24,critical account/other credits existing,others,2825,unknown/no savings account,4 <= ... < 7 years,4,male : single,none,3,unknown/no property,Early-Middle,none,own,2,skilled employee/official,2,yes,yes,1,34,male : single_Early-Middle,0.6355421686746988,male : single_Early-Middle
0 <= ... < 200 DM,48,existing credits paid back duly till now,others,15672,... < 100 DM,1 <= ... < 4 years,2,male : single,none,2,car or other,Young,none,own,1,skilled employee/official,1,yes,yes,0,23,male : single_Young,1.5288461538461535,male : single_Young
no checking account,36,critical account/other credits existing,car (new),6614,... < 100 DM,... >= 7 years,4,male : single,none,4,car or other,Early-Middle,none,own,2,management/self-employed/highly qualified employee/officer,1,yes,yes,1,34,male : single_Early-Middle,0.6355421686746988,male : single_Early-Middle
no checking account,28,all credits at this bank paid back duly,car (used),7824,unknown/no savings account,... < 1 year,3,male : single,guarantor,4,real estate,Early-Middle,bank,rent,2,skilled employee/official,2,yes,yes,1,40,male : single_Early-Middle,0.6355421686746988,male : single_Early-Middle
... < 100 DM,27,critical account/other credits existing,others,2442,... < 100 DM,... >= 7 years,4,male : single,none,4,car or other,Mid-Career,stores,own,4,management/self-employed/highly qualified employee/officer,2,yes,yes,1,43,male : single_Mid-Career,0.6818181818181818,male : single_Mid-Career
no checking account,15,critical account/other credits existing,domestic appliances,1829,... < 100 DM,... >= 7 years,4,male : single,none,4,car or other,Mid-Career,none,own,2,skilled employee/official,1,yes,yes,1,46,male : single_Mid-Career,0.6818181818181818,male : single_Mid-Career
... < 100 DM,12,critical account/other credits existing,car (new),2171,... < 100 DM,1 <= ... < 4 years,4,male : single,none,4,building society savings agreement/life insurance,Early-Middle,bank,own,2,unskilled - resident,1,no,no,1,38,male : single_Early-Middle,0.6355421686746988,male : single_Early-Middle
0 <= ... < 200 DM,36,critical account/other credits existing,car (used),5800,... < 100 DM,1 <= ... < 4 years,3,male : single,none,4,car or other,Early-Middle,none,own,2,skilled employee/official,1,yes,yes,1,34,male : single_Early-Middle,0.6355421686746988,male : single_Early-Middle
no checking account,18,critical account/other credits existing,domestic appliances,1169,unknown/no savings account,1 <= ... < 4 years,4,male : single,none,3,building society savings agreement/life insurance,Young,none,own,2,skilled employee/official,1,yes,yes,1,29,male : single_Young,0.7429906542056075,male : single_Young
no checking account,36,delay in paying off in the past,car (used),8947,unknown/no savings account,4 <= ... < 7 years,3,male : single,none,2,car or other,Early-Middle,stores,own,1,management/self-employed/highly qualified employee/officer,2,yes,yes,1,31,male : single_Early-Middle,0.6355421686746988,male : single_Early-Middle
... < 100 DM,21,existing credits paid back duly till now,domestic appliances,2606,... < 100 DM,... < 1 year,4,female : divorced/separated/married,none,4,building society savings agreement/life insurance,Young,none,rent,1,management/self-employed/highly qualified employee/officer,1,yes,yes,1,28,female : divorced/separated/married_Young,0.8504672897196262,female : divorced/separated/married_Young
no checking account,12,critical account/other credits existing,radio/television,1592,... >= 1000 DM,4 <= ... < 7 years,3,female : divorced/separated/married,none,2,building society savings agreement/life insurance,Early-Middle,none,own,1,skilled employee/official,1,no,no,1,35,female : divorced/separated/married_Early-Middle,0.75,female : divorced/separated/married_Early-Middle
no checking account,15,existing credits paid back duly till now,radio/television,2186,unknown/no savings account,4 <= ... < 7 years,1,female : divorced/separated/married,none,4,real estate,Early-Middle,bank,rent,1,unskilled - resident,1,no,yes,1,33,female : divorced/separated/married_Early-Middle,0.75,female : divorced/separated/married_Early-Middle
... < 100 DM,18,existing credits paid back duly till now,radio/television,4153,... < 100 DM,1 <= ... < 4 years,2,male : single,co-applicant,3,car or other,Mid-Career,none,own,1,skilled employee/official,1,no,yes,0,42,male : single_Mid-Career,1.875,male : single_Mid-Career
... < 100 DM,16,critical account/other credits existing,car (new),2625,... < 100 DM,... >= 7 years,2,male : single,guarantor,4,building society savings agreement/life insurance,Mid-Career,bank,rent,1,skilled employee/official,1,yes,yes,0,43,male : single_Mid-Career,1.875,male : single_Mid-Career
no checking account,20,critical account/other credits existing,car (new),3485,unknown/no savings account,... < 1 year,2,male : divorced/separated,none,4,real estate,Mid-Career,none,own,2,skilled employee/official,1,yes,yes,1,44,male : divorced/separated_Mid-Career,0.75,male : divorced/separated_Mid-Career
no checking account,36,critical account/other credits existing,car (used),10477,unknown/no savings account,... >= 7 years,2,male : single,none,4,unknown/no property,Mid-Career,none,for free,2,skilled employee/official,1,no,yes,1,42,male : single_Mid-Career,0.6818181818181818,male : single_Mid-Career
no checking account,15,existing credits paid back duly till now,domestic appliances,1386,unknown/no savings account,1 <= ... < 4 years,4,male : married/widowed,none,2,real estate,Early-Middle,none,rent,1,skilled employee/official,1,yes,yes,1,40,male : married/widowed_Early-Middle,0.625,male : married/widowed_Early-Middle
no checking account,24,existing credits paid back duly till now,domestic appliances,1278,... < 100 DM,... >= 7 years,4,male : single,none,1,real estate,Early-Middle,none,own,1,management/self-employed/highly qualified employee/officer,1,yes,yes,1,36,male : single_Early-Middle,0.6355421686746988,male : single_Early-Middle
... < 100 DM,12,existing credits paid back duly till now,domestic appliances,1107,... < 100 DM,1 <= ... < 4 years,2,male : single,none,2,real estate,Young,none,rent,1,management/self-employed/highly qualified employee/officer,2,yes,yes,1,20,male : single_Young,0.7429906542056075,male : single_Young
... < 100 DM,21,existing credits paid back duly till now,car (new),3763,unknown/no savings account,4 <= ... < 7 years,2,male : single,co-applicant,2,real estate,Young,none,own,1,unskilled - resident,1,no,no,1,24,male : single_Young,0.7429906542056075,male : single_Young
0 <= ... < 200 DM,36,existing credits paid back duly till now,retraining,3711,unknown/no savings account,1 <= ... < 4 years,2,male : married/widowed,none,2,car or other,Young,none,own,1,skilled employee/official,1,no,yes,1,27,male : married/widowed_Young,0.6976744186046512,male : married/widowed_Young
no checking account,15,delay in paying off in the past,car (used),3594,... < 100 DM,... < 1 year,1,female : divorced/separated/married,none,2,building society savings agreement/life insurance,Mid-Career,none,own,2,unskilled - resident,1,no,yes,1,46,female : divorced/separated/married_Mid-Career,0.6363636363636364,female : divorced/separated/married_Mid-Career
0 <= ... < 200 DM,9,existing credits paid back duly till now,car (new),3195,unknown/no savings account,1 <= ... < 4 years,1,female : divorced/separated/married,none,2,real estate,Early-Middle,none,own,1,unskilled - resident,1,no,yes,1,33,female : divorced/separated/married_Early-Middle,0.75,female : divorced/separated/married_Early-Middle
