status,duration,credit_history,purpose,amount,savings,employment_duration,installment_rate,personal_status_sex,other_debtors,present_residence,property,age,other_installment_plans,housing,number_credits,job,people_liable,telephone,foreign_worker,age_original,credit_risk,personal_status_sex_age_combined
0 <= ... < 200 DM,54,existing credits paid back duly till now,furniture/equipment,15790,... < 100 DM,... < 1 year,3,male : married/widowed,none,4,unknown/no property,Late-Career,bank,own,1,management/self-employed/highly qualified employee/officer,1,yes,yes,58,0,male : married/widowed_Late-Career
0 <= ... < 200 DM,36,no credits taken/all credits paid back duly,domestic appliances,3807,... < 100 DM,1 <= ... < 4 years,4,female : divorced/separated/married,none,1,car or other,Late-Career,none,for free,1,skilled employee/official,1,no,yes,41,0,female : divorced/separated/married_Late-Career
... < 100 DM,12,all credits at this bank paid back duly,furniture/equipment,610,... < 100 DM,... < 1 year,4,female : divorced/separated/married,none,1,real estate,Young,bank,own,1,unemployed/unskilled - non-resident,1,no,yes,25,0,female : divorced/separated/married_Young
... < 100 DM,35,delay in paying off in the past,others,5210,... < 100 DM,4 <= ... < 7 years,2,male : divorced/separated,none,3,building society savings agreement/life insurance,Mid-Career,none,own,1,management/self-employed/highly qualified employee/officer,1,yes,yes,41,0,male : divorced/separated_Mid-Career
0 <= ... < 200 DM,8,critical account/other credits existing,domestic appliances,939,100 <= ... < 500 DM,... < 1 year,2,female : divorced/separated/married,none,2,building society savings agreement/life insurance,Late-Career,none,own,2,unemployed/unskilled - non-resident,1,no,yes,29,0,female : divorced/separated/married_Late-Career
0 <= ... < 200 DM,34,critical account/other credits existing,car (new),2816,... < 100 DM,... < 1 year,3,male : divorced/separated,none,3,building society savings agreement/life insurance,Mid-Career,bank,own,2,skilled employee/official,1,no,yes,27,0,male : divorced/separated_Mid-Career
0 <= ... < 200 DM,23,critical account/other credits existing,furniture/equipment,1935,... < 100 DM,... < 1 year,4,female : divorced/separated/married,none,4,real estate,Early-Middle,none,own,1,skilled employee/official,1,no,yes,30,0,female : divorced/separated/married_Early-Middle
... < 100 DM,12,existing credits paid back duly till now,car (new),1373,... < 100 DM,1 <= ... < 4 years,2,female : divorced/separated/married,none,2,building society savings agreement/life insurance,Early-Middle,none,own,1,skilled employee/official,1,no,yes,34,0,female : divorced/separated/married_Early-Middle
... >= 200 DM / salary for at least 1 year,46,existing credits paid back duly till now,repairs,6315,... >= 1000 DM,... >= 7 years,4,male : single,none,4,car or other,Late-Career,none,for free,1,skilled employee/official,1,no,yes,37,0,male : single_Late-Career
... < 100 DM,42,existing credits paid back duly till now,domestic appliances,7145,500 <= ... < 1000 DM,4 <= ... < 7 years,3,female : divorced/separated/married,guarantor,2,car or other,Mid-Career,none,own,1,management/self-employed/highly qualified employee/officer,1,yes,yes,30,0,female : divorced/separated/married_Mid-Career
0 <= ... < 200 DM,40,critical account/other credits existing,education,5152,... < 100 DM,1 <= ... < 4 years,2,female : divorced/separated/married,none,2,car or other,Young,none,own,1,management/self-employed/highly qualified employee/officer,1,no,yes,29,0,female : divorced/separated/married_Young
... < 100 DM,22,all credits at this bank paid back duly,education,1355,500 <= ... < 1000 DM,... >= 7 years,4,male : married/widowed,none,3,car or other,Early-Middle,none,own,1,management/self-employed/highly qualified employee/officer,1,no,yes,36,0,male : married/widowed_Early-Middle
0 <= ... < 200 DM,28,critical account/other credits existing,car (new),12540,unknown/no savings account,... >= 7 years,2,male : single,none,4,unknown/no property,Late-Career,none,for free,1,management/self-employed/highly qualified employee/officer,1,yes,yes,33,0,male : single_Late-Career
... >= 200 DM / salary for at least 1 year,12,existing credits paid back duly till now,car (new),1294,... < 100 DM,... < 1 year,2,female : divorced/separated/married,none,1,car or other,Young,none,rent,1,skilled employee/official,1,no,yes,24,0,female : divorced/separated/married_Young
0 <= ... < 200 DM,20,critical account/other credits existing,radio/television,4693,... < 100 DM,... < 1 year,2,male : divorced/separated,none,3,building society savings agreement/life insurance,Late-Career,bank,own,1,skilled employee/official,1,no,yes,30,0,male : divorced/separated_Late-Career
0 <= ... < 200 DM,19,no credits taken/all credits paid back duly,others,4151,... < 100 DM,... >= 7 years,2,male : single,none,2,car or other,Early-Middle,none,own,2,skilled employee/official,2,no,yes,32,0,male : single_Early-Middle
... < 100 DM,19,existing credits paid back duly till now,furniture/equipment,3361,... < 100 DM,... >= 7 years,3,male : single,none,2,car or other,Early-Middle,none,own,1,management/self-employed/highly qualified employee/officer,1,yes,yes,37,0,male : single_Early-Middle
... >= 200 DM / salary for at least 1 year,42,existing credits paid back duly till now,domestic appliances,3069,... < 100 DM,1 <= ... < 4 years,3,male : married/widowed,none,4,car or other,Young,none,own,1,skilled employee/official,1,no,yes,27,0,male : married/widowed_Young
... >= 200 DM / salary for at least 1 year,17,delay in paying off in the past,car (used),1331,... < 100 DM,... >= 7 years,2,male : single,none,1,car or other,Mid-Career,none,for free,1,skilled employee/official,1,no,yes,31,0,male : single_Mid-Career
0 <= ... < 200 DM,9,delay in paying off in the past,others,1977,... < 100 DM,... < 1 year,2,female : divorced/separated/married,co-applicant,2,car or other,Mid-Career,none,own,2,skilled employee/official,1,no,yes,19,0,female : divorced/separated/married_Mid-Career
0 <= ... < 200 DM,35,existing credits paid back duly till now,domestic appliances,3808,... < 100 DM,1 <= ... < 4 years,4,female : divorced/separated/married,none,1,car or other,Late-Career,none,own,1,skilled employee/official,1,yes,yes,41,0,female : divorced/separated/married_Late-Career
... < 100 DM,24,existing credits paid back duly till now,radio/television,2365,... >= 1000 DM,4 <= ... < 7 years,1,female : divorced/separated/married,none,1,building society savings agreement/life insurance,Early-Middle,none,own,1,skilled employee/official,1,no,yes,31,0,female : divorced/separated/married_Early-Middle
... < 100 DM,32,critical account/other credits existing,radio/television,4281,100 <= ... < 500 DM,... >= 7 years,1,female : divorced/separated/married,none,3,car or other,Mid-Career,none,own,1,management/self-employed/highly qualified employee/officer,1,no,yes,23,0,female : divorced/separated/married_Mid-Career
0 <= ... < 200 DM,12,delay in paying off in the past,car (new),833,100 <= ... < 500 DM,... < 1 year,4,female : divorced/separated/married,none,2,building society savings agreement/life insurance,Mid-Career,bank,own,1,unskilled - resident,1,no,yes,23,0,female : divorced/separated/married_Mid-Career
... < 100 DM,24,delay in paying off in the past,car (used),1366,unknown/no savings account,... >= 7 years,4,female : divorced/separated/married,none,3,car or other,Mid-Career,none,own,1,management/self-employed/highly qualified employee/officer,1,no,yes,29,0,female : divorced/separated/married_Mid-Career
... >= 200 DM / salary for at least 1 year,37,existing credits paid back duly till now,others,6246,... < 100 DM,1 <= ... < 4 years,4,male : single,none,3,car or other,Mid-Career,none,for free,1,skilled employee/official,1,no,yes,35,0,male : single_Mid-Career
... < 100 DM,18,all credits at this bank paid back duly,furniture/equipment,1547,... < 100 DM,1 <= ... < 4 years,3,male : single,none,2,building society savings agreement/life insurance,Late-Career,bank,own,1,skilled employee/official,1,no,yes,40,0,male : single_Late-Career
... >= 200 DM / salary for at least 1 year,6,all credits at this bank paid back duly,car (new),931,100 <= ... < 500 DM,... < 1 year,1,female : divorced/separated/married,none,1,building society savings agreement/life insurance,Early-Middle,none,own,1,unemployed/unskilled - non-resident,1,no,yes,31,0,female : divorced/separated/married_Early-Middle
... < 100 DM,16,existing credits paid back duly till now,car (new),906,unknown/no savings account,... >= 7 years,4,male : divorced/separated,none,2,car or other,Young,bank,own,1,skilled employee/official,1,no,yes,25,0,male : divorced/separated_Young
... >= 200 DM / salary for at least 1 year,13,all credits at this bank paid back duly,car (new),1438,... >= 1000 DM,4 <= ... < 7 years,2,male : married/widowed,none,3,real estate,Young,none,own,1,skilled employee/official,1,no,yes,27,0,male : married/widowed_Young
... >= 200 DM / salary for at least 1 year,6,all credits at this bank paid back duly,retraining,436,... < 100 DM,... < 1 year,4,female : divorced/separated/married,none,2,building society savings agreement/life insurance,Young,bank,own,1,skilled employee/official,1,no,yes,23,0,female : divorced/separated/married_Young
... < 100 DM,18,existing credits paid back duly till now,others,1277,500 <= ... < 1000 DM,1 <= ... < 4 years,4,female : divorced/separated/married,none,2,car or other,Late-Career,none,own,1,skilled employee/official,1,no,yes,27,0,female : divorced/separated/married_Late-Career
... < 100 DM,21,delay in paying off in the past,education,1835,... < 100 DM,1 <= ... < 4 years,3,female : divorced/separated/married,none,2,real estate,Mid-Career,bank,for free,1,skilled employee/official,1,no,yes,27,0,female : divorced/separated/married_Mid-Career
0 <= ... < 200 DM,24,existing credits paid back duly till now,domestic appliances,4101,100 <= ... < 500 DM,... < 1 year,3,female : divorced/separated/married,none,3,car or other,Mid-Career,none,own,1,skilled employee/official,1,no,yes,31,0,female : divorced/separated/married_Mid-Career
... >= 200 DM / salary for at least 1 year,24,existing credits paid back duly till now,radio/television,4070,... < 100 DM,1 <= ... < 4 years,3,male : divorced/separated,none,3,car or other,Mid-Career,bank,own,1,skilled employee/official,1,no,yes,37,0,male : divorced/separated_Mid-Career
... >= 200 DM / salary for at least 1 year,23,existing credits paid back duly till now,education,3927,... < 100 DM,1 <= ... < 4 years,3,male : married/widowed,none,2,building society savings agreement/life insurance,Early-Middle,none,own,1,skilled employee/official,1,yes,yes,34,0,male : married/widowed_Early-Middle
... < 100 DM,43,existing credits paid back duly till now,domestic appliances,7137,500 <= ... < 1000 DM,4 <= ... < 7 years,3,female : divorced/separated/married,guarantor,2,car or other,Mid-Career,none,own,1,management/self-employed/highly qualified employee/officer,1,yes,yes,30,0,female : divorced/separated/married_Mid-Career
0 <= ... < 200 DM,7,all credits at this bank paid back duly,repairs,433,... < 100 DM,... < 1 year,3,female : divorced/separated/married,guarantor,2,building society savings agreement/life insurance,Young,bank,rent,1,skilled employee/official,1,no,yes,23,0,female : divorced/separated/married_Young
... >= 200 DM / salary for at least 1 year,39,critical account/other credits existing,car (used),4763,... < 100 DM,... < 1 year,3,male : single,guarantor,2,building society savings agreement/life insurance,Mid-Career,none,own,1,unemployed/unskilled - non-resident,1,no,yes,26,0,male : single_Mid-Career
... < 100 DM,12,existing credits paid back duly till now,car (new),900,unknown/no savings account,... >= 7 years,4,male : divorced/separated,none,2,car or other,Young,bank,own,1,skilled employee/official,1,no,yes,23,0,male : divorced/separated_Young
0 <= ... < 200 DM,16,critical account/other credits existing,car (used),2771,... >= 1000 DM,1 <= ... < 4 years,1,male : married/widowed,none,2,building society savings agreement/life insurance,Early-Middle,bank,own,1,skilled employee/official,1,no,yes,29,0,male : married/widowed_Early-Middle
... >= 200 DM / salary for at least 1 year,47,delay in paying off in the past,domestic appliances,5952,... < 100 DM,1 <= ... < 4 years,2,female : divorced/separated/married,none,2,real estate,Young,bank,own,1,skilled employee/official,1,no,yes,22,0,female : divorced/separated/married_Young
... >= 200 DM / salary for at least 1 year,30,existing credits paid back duly till now,radio/television,3347,... < 100 DM,... >= 7 years,4,male : divorced/separated,none,2,building society savings agreement/life insurance,Late-Career,none,own,1,management/self-employed/highly qualified employee/officer,1,yes,yes,33,0,male : divorced/separated_Late-Career
... < 100 DM,12,existing credits paid back duly till now,others,781,... >= 1000 DM,... < 1 year,4,male : divorced/separated,none,3,building society savings agreement/life insurance,Late-Career,none,own,1,skilled employee/official,1,no,yes,59,0,male : divorced/separated_Late-Career
no checking account,33,delay in paying off in the past,domestic appliances,4484,... < 100 DM,1 <= ... < 4 years,3,male : single,none,2,building society savings agreement/life insurance,Mid-Career,none,own,2,management/self-employed/highly qualified employee/officer,1,yes,yes,30,0,male : single_Mid-Career
... >= 200 DM / salary for at least 1 year,47,existing credits paid back duly till now,car (new),7439,100 <= ... < 500 DM,... < 1 year,3,female : divorced/separated/married,none,2,building society savings agreement/life insurance,Mid-Career,none,for free,1,management/self-employed/highly qualified employee/officer,1,no,yes,32,0,female : divorced/separated/married_Mid-Career
0 <= ... < 200 DM,40,existing credits paid back duly till now,car (new),14264,... < 100 DM,... >= 7 years,4,male : single,none,2,unknown/no property,Late-Career,none,for free,1,management/self-employed/highly qualified employee/officer,1,yes,yes,51,0,male : single_Late-Career
... < 100 DM,12,existing credits paid back duly till now,domestic appliances,6192,... < 100 DM,1 <= ... < 4 years,4,male : single,none,2,building society savings agreement/life insurance,Young,bank,own,1,skilled employee/official,1,yes,yes,27,0,male : single_Young
0 <= ... < 200 DM,11,existing credits paid back duly till now,car (new),890,... < 100 DM,... >= 7 years,4,male : married/widowed,none,3,building society savings agreement/life insurance,Mid-Career,bank,own,1,unemployed/unskilled - non-resident,1,no,yes,40,0,male : married/widowed_Mid-Career
... >= 200 DM / salary for at least 1 year,35,critical account/other credits existing,car (used),4919,... < 100 DM,1 <= ... < 4 years,2,male : single,guarantor,2,real estate,Mid-Career,none,for free,2,skilled employee/official,1,no,yes,30,0,male : single_Mid-Career
... < 100 DM,20,existing credits paid back duly till now,car (new),2312,... < 100 DM,... < 1 year,3,male : divorced/separated,co-applicant,1,real estate,Mid-Career,none,own,1,skilled employee/official,1,no,yes,36,0,male : divorced/separated_Mid-Career
... >= 200 DM / salary for at least 1 year,17,critical account/other credits existing,domestic appliances,1550,... < 100 DM,... >= 7 years,4,male : single,guarantor,4,real estate,Mid-Career,bank,for free,1,skilled employee/official,1,no,yes,40,0,male : single_Mid-Career
... >= 200 DM / salary for at least 1 year,35,existing credits paid back duly till now,car (used),6759,... >= 1000 DM,1 <= ... < 4 years,2,male : divorced/separated,none,2,car or other,Early-Middle,none,own,1,skilled employee/official,1,no,yes,46,0,male : divorced/separated_Early-Middle
... >= 200 DM / salary for at least 1 year,19,delay in paying off in the past,domestic appliances,2092,... < 100 DM,1 <= ... < 4 years,3,male : married/widowed,co-applicant,2,car or other,Early-Middle,none,own,1,management/self-employed/highly qualified employee/officer,1,no,yes,36,0,male : married/widowed_Early-Middle
... < 100 DM,26,critical account/other credits existing,others,3141,... < 100 DM,... >= 7 years,3,male : married/widowed,none,2,building society savings agreement/life insurance,Early-Middle,none,own,1,skilled employee/official,1,no,yes,31,0,male : married/widowed_Early-Middle
... < 100 DM,45,existing credits paid back duly till now,car (new),3906,... < 100 DM,1 <= ... < 4 years,4,male : married/widowed,none,3,real estate,Mid-Career,none,for free,1,skilled employee/official,1,no,yes,45,0,male : married/widowed_Mid-Career
... < 100 DM,23,existing credits paid back duly till now,domestic appliances,1824,... < 100 DM,4 <= ... < 7 years,3,male : married/widowed,none,2,car or other,Young,none,own,1,management/self-employed/highly qualified employee/officer,1,no,yes,29,0,male : married/widowed_Young
... < 100 DM,29,delay in paying off in the past,education,2127,... < 100 DM,1 <= ... < 4 years,2,male : single,guarantor,1,car or other,Late-Career,none,own,1,skilled employee/official,1,no,yes,28,0,male : single_Late-Career
... >= 200 DM / salary for at least 1 year,29,delay in paying off in the past,car (new),2149,... < 100 DM,1 <= ... < 4 years,4,female : divorced/separated/married,guarantor,2,real estate,Young,bank,own,1,skilled employee/official,1,no,yes,24,0,female : divorced/separated/married_Young
... < 100 DM,19,critical account/other credits existing,furniture/equipment,3363,... >= 1000 DM,... < 1 year,3,male : single,none,4,unknown/no property,Late-Career,none,for free,1,skilled employee/official,1,yes,yes,31,0,male : single_Late-Career
0 <= ... < 200 DM,39,critical account/other credits existing,domestic appliances,11494,... >= 1000 DM,1 <= ... < 4 years,2,male : divorced/separated,guarantor,3,car or other,Young,bank,own,2,skilled employee/official,1,no,yes,25,0,male : divorced/separated_Young
no checking account,42,critical account/other credits existing,education,11315,... >= 1000 DM,1 <= ... < 4 years,2,female : divorced/separated/married,none,3,car or other,Young,bank,own,2,skilled employee/official,1,no,yes,24,0,female : divorced/separated/married_Young
... < 100 DM,27,delay in paying off in the past,car (new),4002,... < 100 DM,... >= 7 years,2,male : married/widowed,none,2,car or other,Late-Career,bank,own,1,unemployed/unskilled - non-resident,1,no,yes,43,0,male : married/widowed_Late-Career
... < 100 DM,15,existing credits paid back duly till now,domestic appliances,6128,... >= 1000 DM,... >= 7 years,3,male : married/widowed,none,1,building society savings agreement/life insurance,Mid-Career,none,own,2,skilled employee/official,1,yes,yes,32,0,male : married/widowed_Mid-Career
no checking account,30,delay in paying off in the past,education,4520,... < 100 DM,1 <= ... < 4 years,3,male : single,none,2,building society savings agreement/life insurance,Mid-Career,none,own,2,management/self-employed/highly qualified employee/officer,1,yes,yes,38,0,male : single_Mid-Career
... < 100 DM,35,delay in paying off in the past,furniture/equipment,11871,... < 100 DM,... >= 7 years,2,male : single,guarantor,3,car or other,Late-Career,none,own,2,management/self-employed/highly qualified employee/officer,1,no,yes,33,0,male : single_Late-Career
... < 100 DM,12,delay in paying off in the past,repairs,684,... < 100 DM,... >= 7 years,4,male : single,none,3,building society savings agreement/life insurance,Early-Middle,none,own,1,unemployed/unskilled - non-resident,1,no,yes,39,0,male : single_Early-Middle
... < 100 DM,19,delay in paying off in the past,furniture/equipment,2492,... < 100 DM,4 <= ... < 7 years,4,male : single,none,1,car or other,Mid-Career,none,own,1,unemployed/unskilled - non-resident,1,no,yes,31,0,male : single_Mid-Career
... < 100 DM,32,existing credits paid back duly till now,domestic appliances,1839,... < 100 DM,1 <= ... < 4 years,3,male : divorced/separated,none,2,real estate,Young,none,for free,1,skilled employee/official,1,yes,yes,24,0,male : divorced/separated_Young
... < 100 DM,32,existing credits paid back duly till now,car (new),3993,... < 100 DM,... >= 7 years,3,male : single,none,2,car or other,Late-Career,none,own,1,unemployed/unskilled - non-resident,1,no,yes,41,0,male : single_Late-Career
... < 100 DM,32,existing credits paid back duly till now,car (new),1840,... < 100 DM,... < 1 year,3,female : divorced/separated/married,none,3,car or other,Early-Middle,none,own,1,skilled employee/official,1,yes,yes,32,0,female : divorced/separated/married_Early-Middle
... < 100 DM,13,existing credits paid back duly till now,education,1229,... >= 1000 DM,... >= 7 years,2,female : divorced/separated/married,none,3,real estate,Mid-Career,none,for free,1,unskilled - resident,1,no,yes,47,0,female : divorced/separated/married_Mid-Career
0 <= ... < 200 DM,29,no credits taken/all credits paid back duly,others,4273,... >= 1000 DM,1 <= ... < 4 years,3,female : divorced/separated/married,none,4,car or other,Mid-Career,none,own,2,unskilled - resident,1,no,yes,27,0,female : divorced/separated/married_Mid-Career
... < 100 DM,14,existing credits paid back duly till now,car (new),903,unknown/no savings account,... >= 7 years,4,male : divorced/separated,none,2,car or other,Young,bank,own,1,skilled employee/official,1,no,yes,24,0,male : divorced/separated_Young
... < 100 DM,24,delay in paying off in the past,others,3229,... < 100 DM,... < 1 year,4,female : divorced/separated/married,none,3,car or other,Mid-Career,none,rent,1,unemployed/unskilled - non-resident,1,yes,yes,23,0,female : divorced/separated/married_Mid-Career
... >= 200 DM / salary for at least 1 year,20,delay in paying off in the past,furniture/equipment,1188,... < 100 DM,... >= 7 years,2,female : divorced/separated/married,none,4,building society savings agreement/life insurance,Early-Middle,none,for free,1,skilled employee/official,2,no,yes,39,0,female : divorced/separated/married_Early-Middle
... < 100 DM,24,existing credits paid back duly till now,car (new),1364,100 <= ... < 500 DM,... >= 7 years,3,female : divorced/separated/married,none,4,car or other,Young,none,own,1,skilled employee/official,1,no,yes,25,0,female : divorced/separated/married_Young
... >= 200 DM / salary for at least 1 year,12,critical account/other credits existing,domestic appliances,634,... < 100 DM,1 <= ... < 4 years,4,male : divorced/separated,none,2,car or other,Young,bank,own,1,skilled employee/official,1,no,yes,27,0,male : divorced/separated_Young
... < 100 DM,21,all credits at this bank paid back duly,domestic appliances,1543,... < 100 DM,1 <= ... < 4 years,3,male : married/widowed,guarantor,3,car or other,Young,bank,rent,1,unemployed/unskilled - non-resident,1,no,yes,23,0,male : married/widowed_Young
... < 100 DM,48,existing credits paid back duly till now,education,10155,... < 100 DM,... >= 7 years,2,male : divorced/separated,none,3,real estate,Late-Career,none,for free,2,skilled employee/official,1,yes,yes,33,0,male : divorced/separated_Late-Career
... >= 200 DM / salary for at least 1 year,15,critical account/other credits existing,education,2162,... < 100 DM,1 <= ... < 4 years,4,male : divorced/separated,none,1,car or other,Young,none,for free,1,skilled employee/official,1,no,yes,28,0,male : divorced/separated_Young
... >= 200 DM / salary for at least 1 year,31,existing credits paid back duly till now,car (new),6759,100 <= ... < 500 DM,1 <= ... < 4 years,2,male : divorced/separated,none,3,car or other,Early-Middle,none,own,1,skilled employee/official,1,no,yes,50,0,male : divorced/separated_Early-Middle
... < 100 DM,24,critical account/other credits existing,radio/television,3347,... >= 1000 DM,... < 1 year,4,male : single,none,3,car or other,Late-Career,none,for free,1,management/self-employed/highly qualified employee/officer,1,yes,yes,34,0,male : single_Late-Career
... < 100 DM,21,delay in paying off in the past,radio/television,7948,... < 100 DM,... >= 7 years,3,male : divorced/separated,none,3,unknown/no property,Mid-Career,none,for free,1,management/self-employed/highly qualified employee/officer,1,yes,yes,41,0,male : divorced/separated_Mid-Career
... < 100 DM,34,existing credits paid back duly till now,car (new),3942,... < 100 DM,1 <= ... < 4 years,3,male : divorced/separated,none,3,car or other,Mid-Career,none,for free,1,skilled employee/official,1,no,yes,39,0,male : divorced/separated_Mid-Career
0 <= ... < 200 DM,44,no credits taken/all credits paid back duly,furniture/equipment,3831,... >= 1000 DM,1 <= ... < 4 years,4,male : married/widowed,none,3,real estate,Early-Middle,none,for free,1,unemployed/unskilled - non-resident,1,no,yes,36,0,male : married/widowed_Early-Middle
... >= 200 DM / salary for at least 1 year,28,existing credits paid back duly till now,domestic appliances,3084,... >= 1000 DM,... < 1 year,3,male : married/widowed,none,2,car or other,Mid-Career,none,own,1,skilled employee/official,1,no,yes,27,0,male : married/widowed_Mid-Career
... >= 200 DM / salary for at least 1 year,16,delay in paying off in the past,others,1191,... < 100 DM,... >= 7 years,2,female : divorced/separated/married,none,4,building society savings agreement/life insurance,Early-Middle,none,for free,1,skilled employee/official,1,no,yes,37,0,female : divorced/separated/married_Early-Middle
... >= 200 DM / salary for at least 1 year,21,critical account/other credits existing,car (used),1216,... >= 1000 DM,... < 1 year,4,male : divorced/separated,none,3,real estate,Late-Career,bank,own,1,skilled employee/official,1,no,yes,31,0,male : divorced/separated_Late-Career
... < 100 DM,32,delay in paying off in the past,domestic appliances,11946,... < 100 DM,... < 1 year,1,female : divorced/separated/married,none,1,real estate,Early-Middle,bank,own,1,unskilled - resident,1,no,yes,32,0,female : divorced/separated/married_Early-Middle
0 <= ... < 200 DM,16,critical account/other credits existing,others,1956,... < 100 DM,... < 1 year,3,female : divorced/separated/married,guarantor,3,car or other,Late-Career,none,own,2,skilled employee/official,1,no,yes,25,0,female : divorced/separated/married_Late-Career
0 <= ... < 200 DM,35,delay in paying off in the past,radio/television,3349,... < 100 DM,1 <= ... < 4 years,3,female : divorced/separated/married,none,2,car or other,Mid-Career,none,own,1,management/self-employed/highly qualified employee/officer,1,yes,yes,28,0,female : divorced/separated/married_Mid-Career
... < 100 DM,14,critical account/other credits existing,furniture/equipment,1599,... < 100 DM,... >= 7 years,4,male : divorced/separated,none,2,car or other,Mid-Career,bank,own,1,skilled employee/official,1,no,yes,35,0,male : divorced/separated_Mid-Career
0 <= ... < 200 DM,39,existing credits paid back duly till now,car (new),6539,100 <= ... < 500 DM,4 <= ... < 7 years,2,male : single,none,1,building society savings agreement/life insurance,Mid-Career,none,own,1,management/self-employed/highly qualified employee/officer,1,no,yes,30,0,male : single_Mid-Career
0 <= ... < 200 DM,9,critical account/other credits existing,radio/television,1506,... < 100 DM,... < 1 year,1,female : divorced/separated/married,none,2,car or other,Early-Middle,none,own,1,management/self-employed/highly qualified employee/officer,1,no,yes,32,0,female : divorced/separated/married_Early-Middle
0 <= ... < 200 DM,28,existing credits paid back duly till now,car (new),12513,... >= 1000 DM,... >= 7 years,2,male : divorced/separated,none,2,unknown/no property,Late-Career,none,for free,1,management/self-employed/highly qualified employee/officer,1,yes,yes,41,0,male : divorced/separated_Late-Career
... >= 200 DM / salary for at least 1 year,40,delay in paying off in the past,education,4507,... < 100 DM,... >= 7 years,2,male : divorced/separated,none,2,real estate,Young,none,for free,2,management/self-employed/highly qualified employee/officer,1,no,yes,27,0,male : divorced/separated_Young
... < 100 DM,12,all credits at this bank paid back duly,car (new),697,... < 100 DM,... < 1 year,4,male : single,none,2,car or other,Mid-Career,bank,own,1,skilled employee/official,1,no,yes,45,0,male : single_Mid-Career
... >= 200 DM / salary for at least 1 year,17,existing credits paid back duly till now,car (new),1383,500 <= ... < 1000 DM,1 <= ... < 4 years,2,female : divorced/separated/married,none,2,building society savings agreement/life insurance,Late-Career,none,own,1,skilled employee/official,1,no,yes,30,0,female : divorced/separated/married_Late-Career
... < 100 DM,31,critical account/other credits existing,education,4266,... >= 1000 DM,1 <= ... < 4 years,2,female : divorced/separated/married,none,3,car or other,Young,none,own,2,management/self-employed/highly qualified employee/officer,1,no,yes,25,0,female : divorced/separated/married_Young
... < 100 DM,26,existing credits paid back duly till now,education,2427,... < 100 DM,... >= 7 years,4,female : divorced/separated/married,none,4,real estate,Late-Career,none,own,1,skilled employee/official,1,no,yes,30,0,female : divorced/separated/married_Late-Career
... < 100 DM,18,delay in paying off in the past,radio/television,1215,... < 100 DM,... >= 7 years,4,male : married/widowed,none,3,car or other,Late-Career,none,own,1,unskilled - resident,1,no,yes,48,0,male : married/widowed_Late-Career
0 <= ... < 200 DM,36,delay in paying off in the past,furniture/equipment,4456,... < 100 DM,1 <= ... < 4 years,2,male : divorced/separated,none,2,car or other,Young,none,own,2,management/self-employed/highly qualified employee/officer,1,yes,yes,29,0,male : divorced/separated_Young
0 <= ... < 200 DM,16,critical account/other credits existing,furniture/equipment,2162,... < 100 DM,1 <= ... < 4 years,4,male : divorced/separated,none,1,car or other,Young,none,for free,1,skilled employee/official,1,no,yes,28,0,male : divorced/separated_Young
0 <= ... < 200 DM,16,critical account/other credits existing,radio/television,1926,... < 100 DM,... < 1 year,2,male : single,none,2,car or other,Early-Middle,none,own,1,unskilled - resident,1,no,yes,32,0,male : single_Early-Middle
0 <= ... < 200 DM,19,critical account/other credits existing,others,4292,... < 100 DM,... >= 7 years,4,male : divorced/separated,none,2,real estate,Early-Middle,none,own,1,management/self-employed/highly qualified employee/officer,1,no,yes,38,0,male : divorced/separated_Early-Middle
... >= 200 DM / salary for at least 1 year,28,delay in paying off in the past,others,4260,... >= 1000 DM,1 <= ... < 4 years,1,male : divorced/separated,none,4,car or other,Late-Career,none,own,2,unemployed/unskilled - non-resident,1,no,yes,29,0,male : divorced/separated_Late-Career
... < 100 DM,13,existing credits paid back duly till now,car (used),1362,... < 100 DM,... < 1 year,3,female : divorced/separated/married,none,4,building society savings agreement/life insurance,Young,none,own,1,skilled employee/official,1,no,yes,22,0,female : divorced/separated/married_Young
... < 100 DM,38,existing credits paid back duly till now,car (new),7460,500 <= ... < 1000 DM,... < 1 year,2,male : divorced/separated,none,3,building society savings agreement/life insurance,Mid-Career,none,for free,1,management/self-employed/highly qualified employee/officer,1,no,yes,37,0,male : divorced/separated_Mid-Career
... < 100 DM,12,delay in paying off in the past,car (new),897,500 <= ... < 1000 DM,... >= 7 years,4,male : married/widowed,none,2,car or other,Mid-Career,bank,own,1,skilled employee/official,1,no,yes,25,0,male : married/widowed_Mid-Career
... >= 200 DM / salary for at least 1 year,36,existing credits paid back duly till now,car (used),6759,... >= 1000 DM,1 <= ... < 4 years,2,male : divorced/separated,none,2,car or other,Early-Middle,none,own,1,skilled employee/official,1,no,yes,44,0,male : divorced/separated_Early-Middle
... < 100 DM,18,existing credits paid back duly till now,others,3114,... < 100 DM,... < 1 year,1,female : divorced/separated/married,none,3,building society savings agreement/life insurance,Mid-Career,none,rent,1,skilled employee/official,1,no,yes,26,0,female : divorced/separated/married_Mid-Career
0 <= ... < 200 DM,24,delay in paying off in the past,others,2060,... < 100 DM,4 <= ... < 7 years,2,female : divorced/separated/married,none,1,building society savings agreement/life insurance,Early-Middle,none,own,1,management/self-employed/highly qualified employee/officer,1,yes,yes,32,0,female : divorced/separated/married_Early-Middle
